nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Evento
8,0,0,0,0,507,506,-0.1348254447150006,Relajado
9,0,0,0,0,506,506,-0.1348254447150006,Relajado
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,507,507,-0.0482181633879616,Relajado
12,0,0,0,0,509,509,0.1249963992661163,Contraido
13,0,0,0,0,515,515,0.6446400872283502,Contraido
14,0,0,0,0,517,515,0.6446400872283502,Contraido
15,0,0,0,0,507,507,-0.0482181633879616,Relajado
0,0,0,0,0,500,500,-0.6544691326772345,Relajado
1,0,0,0,0,496,500,-0.6544691326772345,Relajado
2,0,0,0,0,506,506,-0.1348254447150006,Relajado
3,0,0,0,0,516,508,0.0383891179390773,Contraido
4,0,0,0,0,508,510,0.2116036805931553,Contraido
5,0,0,0,0,510,510,0.2116036805931553,Contraido
6,0,0,0,0,516,516,0.7312473685553892,Contraido
7,0,0,0,0,519,519,0.9910692125365062,Contraido
8,0,0,0,0,525,525,1.51071290049874,Contraido
9,0,0,0,0,528,525,1.51071290049874,Contraido
10,0,0,0,0,520,521,1.164283775190584,Contraido
11,0,0,0,0,521,520,1.077676493863545,Contraido
12,0,0,0,0,520,520,1.077676493863545,Contraido
13,0,0,0,0,520,520,1.077676493863545,Contraido
14,0,0,0,0,525,520,1.077676493863545,Contraido
15,0,0,0,0,520,520,1.077676493863545,Contraido
0,0,0,0,0,512,513,0.4714255245742722,Contraido
1,0,0,0,0,513,512,0.3848182432472332,Contraido
2,0,0,0,0,507,507,-0.0482181633879616,Relajado
3,0,0,0,0,501,507,-0.0482181633879616,Relajado
4,0,0,0,0,507,505,-0.2214327260420396,Relajado
5,0,0,0,0,505,507,-0.0482181633879616,Relajado
6,0,0,0,0,508,508,0.0383891179390773,Contraido
7,0,0,0,0,509,508,0.0383891179390773,Contraido
8,0,0,0,0,508,509,0.1249963992661163,Contraido
9,0,0,0,0,510,510,0.2116036805931553,Contraido
10,0,0,0,0,512,512,0.3848182432472332,Contraido
11,0,0,0,0,514,514,0.5580328059013112,Contraido
12,0,0,0,0,514,514,0.5580328059013112,Contraido
13,0,0,0,0,511,511,0.2982109619201943,Contraido
14,0,0,0,0,508,508,0.0383891179390773,Contraido
15,0,0,0,0,507,507,-0.0482181633879616,Relajado
0,0,0,0,0,506,507,-0.0482181633879616,Relajado
1,0,0,0,0,508,508,0.0383891179390773,Contraido
2,0,0,0,0,510,508,0.0383891179390773,Contraido
3,0,0,0,0,506,506,-0.1348254447150006,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,Relajado
6,0,0,0,0,504,505,-0.2214327260420396,Relajado
7,0,0,0,0,508,508,0.0383891179390773,Contraido
8,0,0,0,0,512,508,0.0383891179390773,Contraido
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,504,505,-0.2214327260420396,Relajado
11,0,0,0,0,506,506,-0.1348254447150006,Relajado
12,0,0,0,0,509,509,0.1249963992661163,Contraido
13,0,0,0,0,511,511,0.2982109619201943,Contraido
14,0,0,0,0,518,518,0.9044619312094672,Contraido
15,0,0,0,0,521,521,1.164283775190584,Contraido
0,0,0,0,0,521,521,1.164283775190584,Contraido
1,0,0,0,0,515,515,0.6446400872283502,Contraido
2,0,0,0,0,507,507,-0.0482181633879616,Relajado
3,0,0,0,0,503,503,-0.3946472886961175,Relajado
4,0,0,0,0,500,501,-0.5678618513501955,Relajado
5,0,0,0,0,501,501,-0.5678618513501955,Relajado
6,0,0,0,0,505,501,-0.5678618513501955,Relajado
7,0,0,0,0,498,502,-0.4812545700231565,Relajado
8,0,0,0,0,502,502,-0.4812545700231565,Relajado
9,0,0,0,0,505,504,-0.3080400073690785,Relajado
10,0,0,0,0,504,504,-0.3080400073690785,Relajado
11,0,0,0,0,503,503,-0.3946472886961175,Relajado
12,0,0,0,0,501,503,-0.3946472886961175,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,Relajado
14,0,0,0,0,504,504,-0.3080400073690785,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,Relajado
0,0,0,0,0,508,504,-0.3080400073690785,Relajado
1,0,0,0,0,504,508,0.0383891179390773,Contraido
2,0,0,0,0,508,508,0.0383891179390773,Contraido
3,0,0,0,0,511,509,0.1249963992661163,Contraido
4,0,0,0,0,509,509,0.1249963992661163,Contraido
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,504,504,-0.3080400073690785,Relajado
7,0,0,0,0,501,504,-0.3080400073690785,Relajado
8,0,0,0,0,506,504,-0.3080400073690785,Relajado
9,0,0,0,0,504,505,-0.2214327260420396,Relajado
10,0,0,0,0,505,504,-0.3080400073690785,Relajado
11,0,0,0,0,503,505,-0.2214327260420396,Relajado
12,0,0,0,0,505,505,-0.2214327260420396,Relajado
13,0,0,0,0,505,505,-0.2214327260420396,Relajado
14,0,0,0,0,501,501,-0.5678618513501955,Relajado
15,0,0,0,0,499,499,-0.7410764140042735,Relajado
0,0,0,0,0,498,498,-0.8276836953313125,Relajado
1,0,0,0,0,498,498,-0.8276836953313125,Relajado
2,0,0,0,0,499,499,-0.7410764140042735,Relajado
3,0,0,0,0,508,508,0.0383891179390773,Contraido
4,0,0,0,0,519,519,0.9910692125365062,Contraido
5,0,0,0,0,522,519,0.9910692125365062,Contraido
6,0,0,0,0,515,515,0.6446400872283502,Contraido
7,0,0,0,0,511,511,0.2982109619201943,Contraido
8,0,0,0,0,505,505,-0.2214327260420396,Relajado
9,0,0,0,0,502,505,-0.2214327260420396,Relajado
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,518,518,0.9044619312094672,Contraido
12,0,0,0,0,524,518,0.9044619312094672,Contraido
13,0,0,0,0,507,507,-0.0482181633879616,Relajado
14,0,0,0,0,496,496,-1.0008982579853904,Relajado
15,0,0,0,0,486,496,-1.0008982579853904,Relajado
0,0,0,0,0,497,497,-0.9142909766583516,Relajado
1,0,0,0,0,507,504,-0.3080400073690785,Relajado
2,0,0,0,0,504,507,-0.0482181633879616,Relajado
3,0,0,0,0,508,507,-0.0482181633879616,Relajado
4,0,0,0,0,507,508,0.0383891179390773,Contraido
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,508,508,0.0383891179390773,Contraido
7,0,0,0,0,506,508,0.0383891179390773,Contraido
8,0,0,0,0,508,508,0.0383891179390773,Contraido
9,0,0,0,0,510,508,0.0383891179390773,Contraido
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,505,505,-0.2214327260420396,Relajado
12,0,0,0,0,503,505,-0.2214327260420396,Relajado
13,0,0,0,0,506,506,-0.1348254447150006,Relajado
14,0,0,0,0,506,506,-0.1348254447150006,Relajado
15,0,0,0,0,508,508,0.0383891179390773,Contraido
0,0,0,0,0,510,510,0.2116036805931553,Contraido
1,0,0,0,0,513,510,0.2116036805931553,Contraido
2,0,0,0,0,509,509,0.1249963992661163,Contraido
3,0,0,0,0,505,507,-0.0482181633879616,Relajado
4,0,0,0,0,507,505,-0.2214327260420396,Relajado
5,0,0,0,0,502,502,-0.4812545700231565,Relajado
6,0,0,0,0,499,502,-0.4812545700231565,Relajado
7,0,0,0,0,502,502,-0.4812545700231565,Relajado
8,0,0,0,0,506,506,-0.1348254447150006,Relajado
9,0,0,0,0,510,506,-0.1348254447150006,Relajado
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,Relajado
12,0,0,0,0,502,505,-0.2214327260420396,Relajado
13,0,0,0,0,511,509,0.1249963992661163,Contraido
14,0,0,0,0,509,511,0.2982109619201943,Contraido
15,0,0,0,0,515,515,0.6446400872283502,Contraido
0,0,0,0,0,518,515,0.6446400872283502,Contraido
1,0,0,0,0,515,515,0.6446400872283502,Contraido
2,0,0,0,0,510,510,0.2116036805931553,Contraido
3,0,0,0,0,508,508,0.0383891179390773,Contraido
4,0,0,0,0,504,504,-0.3080400073690785,Relajado
5,0,0,0,0,504,504,-0.3080400073690785,Relajado
6,0,0,0,0,507,504,-0.3080400073690785,Relajado
7,0,0,0,0,499,501,-0.5678618513501955,Relajado
8,0,0,0,0,501,499,-0.7410764140042735,Relajado
9,0,0,0,0,499,501,-0.5678618513501955,Relajado
10,0,0,0,0,504,504,-0.3080400073690785,Relajado
11,0,0,0,0,506,504,-0.3080400073690785,Relajado
12,0,0,0,0,503,506,-0.1348254447150006,Relajado
13,0,0,0,0,511,511,0.2982109619201943,Contraido
14,0,0,0,0,517,515,0.6446400872283502,Contraido
15,0,0,0,0,515,515,0.6446400872283502,Contraido
0,0,0,0,0,509,509,0.1249963992661163,Contraido
1,0,0,0,0,506,508,0.0383891179390773,Contraido
2,0,0,0,0,508,508,0.0383891179390773,Contraido
3,0,0,0,0,511,510,0.2116036805931553,Contraido
4,0,0,0,0,510,510,0.2116036805931553,Contraido
5,0,0,0,0,510,510,0.2116036805931553,Contraido
6,0,0,0,0,508,508,0.0383891179390773,Contraido
7,0,0,0,0,507,508,0.0383891179390773,Contraido
8,0,0,0,0,508,507,-0.0482181633879616,Relajado
9,0,0,0,0,505,506,-0.1348254447150006,Relajado
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,507,506,-0.1348254447150006,Relajado
12,0,0,0,0,503,503,-0.3946472886961175,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,Relajado
14,0,0,0,0,500,503,-0.3946472886961175,Relajado
15,0,0,0,0,505,505,-0.2214327260420396,Relajado
0,0,0,0,0,508,508,0.0383891179390773,Contraido
1,0,0,0,0,514,510,0.2116036805931553,Contraido
2,0,0,0,0,510,510,0.2116036805931553,Contraido
3,0,0,0,0,504,504,-0.3080400073690785,Relajado
4,0,0,0,0,504,504,-0.3080400073690785,Relajado
5,0,0,0,0,504,504,-0.3080400073690785,Relajado
6,0,0,0,0,502,503,-0.3946472886961175,Relajado
7,0,0,0,0,503,503,-0.3946472886961175,Relajado
8,0,0,0,0,504,504,-0.3080400073690785,Relajado
9,0,0,0,0,510,510,0.2116036805931553,Contraido
10,0,0,0,0,512,511,0.2982109619201943,Contraido
11,0,0,0,0,511,511,0.2982109619201943,Contraido
12,0,0,0,0,508,509,0.1249963992661163,Contraido
13,0,0,0,0,509,509,0.1249963992661163,Contraido
14,0,0,0,0,512,512,0.3848182432472332,Contraido
15,0,0,0,0,512,512,0.3848182432472332,Contraido
0,0,0,0,0,517,512,0.3848182432472332,Contraido
1,0,0,0,0,508,508,0.0383891179390773,Contraido
2,0,0,0,0,504,504,-0.3080400073690785,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,Relajado
4,0,0,0,0,502,504,-0.3080400073690785,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,Relajado
6,0,0,0,0,508,507,-0.0482181633879616,Relajado
7,0,0,0,0,507,507,-0.0482181633879616,Relajado
8,0,0,0,0,507,507,-0.0482181633879616,Relajado
9,0,0,0,0,516,516,0.7312473685553892,Contraido
10,0,0,0,0,517,516,0.7312473685553892,Contraido
11,0,0,0,0,513,513,0.4714255245742722,Contraido
12,0,0,0,0,504,504,-0.3080400073690785,Relajado
13,0,0,0,0,495,502,-0.4812545700231565,Relajado
14,0,0,0,0,502,502,-0.4812545700231565,Relajado
15,0,0,0,0,509,505,-0.2214327260420396,Relajado
0,0,0,0,0,505,505,-0.2214327260420396,Relajado
1,0,0,0,0,505,505,-0.2214327260420396,Relajado
2,0,0,0,0,509,505,-0.2214327260420396,Relajado
3,0,0,0,0,498,499,-0.7410764140042735,Relajado
4,0,0,0,0,499,499,-0.7410764140042735,Relajado
5,0,0,0,0,504,504,-0.3080400073690785,Relajado
6,0,0,0,0,510,510,0.2116036805931553,Contraido
7,0,0,0,0,516,516,0.7312473685553892,Contraido
8,0,0,0,0,518,516,0.7312473685553892,Contraido
9,0,0,0,0,515,515,0.6446400872283502,Contraido
10,0,0,0,0,515,515,0.6446400872283502,Contraido
11,0,0,0,0,508,508,0.0383891179390773,Contraido
12,0,0,0,0,507,507,-0.0482181633879616,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,Relajado
14,0,0,0,0,507,507,-0.0482181633879616,Relajado
15,0,0,0,0,508,507,-0.0482181633879616,Relajado
0,0,0,0,0,507,507,-0.0482181633879616,Relajado
1,0,0,0,0,504,505,-0.2214327260420396,Relajado
2,0,0,0,0,505,504,-0.3080400073690785,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,Relajado
4,0,0,0,0,502,502,-0.4812545700231565,Relajado
5,0,0,0,0,502,502,-0.4812545700231565,Relajado
6,0,0,0,0,504,503,-0.3946472886961175,Relajado
7,0,0,0,0,503,504,-0.3080400073690785,Relajado
8,0,0,0,0,508,508,0.0383891179390773,Contraido
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,504,504,-0.3080400073690785,Relajado
11,0,0,0,0,504,504,-0.3080400073690785,Relajado
12,0,0,0,0,510,508,0.0383891179390773,Contraido
13,0,0,0,0,508,510,0.2116036805931553,Contraido
14,0,0,0,0,513,513,0.4714255245742722,Contraido
15,0,0,0,0,513,513,0.4714255245742722,Contraido
0,0,0,0,0,515,513,0.4714255245742722,Contraido
1,0,0,0,0,513,513,0.4714255245742722,Contraido
2,0,0,0,0,508,508,0.0383891179390773,Contraido
3,0,0,0,0,504,506,-0.1348254447150006,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,506,506,-0.1348254447150006,Relajado
6,0,0,0,0,504,506,-0.1348254447150006,Relajado
7,0,0,0,0,507,505,-0.2214327260420396,Relajado
8,0,0,0,0,505,505,-0.2214327260420396,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,505,505,-0.2214327260420396,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,Relajado
12,0,0,0,0,502,502,-0.4812545700231565,Relajado
13,0,0,0,0,502,502,-0.4812545700231565,Relajado
14,0,0,0,0,501,502,-0.4812545700231565,Relajado
15,0,0,0,0,502,502,-0.4812545700231565,Relajado
0,0,0,0,0,503,503,-0.3946472886961175,Relajado
1,0,0,0,0,509,509,0.1249963992661163,Contraido
2,0,0,0,0,511,509,0.1249963992661163,Contraido
3,0,0,0,0,508,508,0.0383891179390773,Contraido
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,503,506,-0.1348254447150006,Relajado
6,0,0,0,0,507,507,-0.0482181633879616,Relajado
7,0,0,0,0,513,513,0.4714255245742722,Contraido
8,0,0,0,0,518,513,0.4714255245742722,Contraido
9,0,0,0,0,511,511,0.2982109619201943,Contraido
10,0,0,0,0,507,510,0.2116036805931553,Contraido
11,0,0,0,0,510,507,-0.0482181633879616,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,Relajado
14,0,0,0,0,503,503,-0.3946472886961175,Relajado
15,0,0,0,0,500,501,-0.5678618513501955,Relajado
0,0,0,0,0,501,501,-0.5678618513501955,Relajado
1,0,0,0,0,503,503,-0.3946472886961175,Relajado
2,0,0,0,0,505,504,-0.3080400073690785,Relajado
3,0,0,0,0,504,505,-0.2214327260420396,Relajado
4,0,0,0,0,509,508,0.0383891179390773,Contraido
5,0,0,0,0,508,509,0.1249963992661163,Contraido
6,0,0,0,0,509,509,0.1249963992661163,Contraido
7,0,0,0,0,509,509,0.1249963992661163,Contraido
8,0,0,0,0,507,508,0.0383891179390773,Contraido
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,505,508,0.0383891179390773,Contraido
12,0,0,0,0,510,510,0.2116036805931553,Contraido
13,0,0,0,0,512,510,0.2116036805931553,Contraido
14,0,0,0,0,507,511,0.2982109619201943,Contraido
15,0,0,0,0,511,507,-0.0482181633879616,Relajado
0,0,0,0,0,504,504,-0.3080400073690785,Relajado
1,0,0,0,0,503,504,-0.3080400073690785,Relajado
2,0,0,0,0,506,505,-0.2214327260420396,Relajado
3,0,0,0,0,505,505,-0.2214327260420396,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,Relajado
5,0,0,0,0,504,505,-0.2214327260420396,Relajado
6,0,0,0,0,505,505,-0.2214327260420396,Relajado
7,0,0,0,0,506,506,-0.1348254447150006,Relajado
8,0,0,0,0,507,506,-0.1348254447150006,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,504,505,-0.2214327260420396,Relajado
11,0,0,0,0,509,509,0.1249963992661163,Contraido
12,0,0,0,0,510,509,0.1249963992661163,Contraido
13,0,0,0,0,508,509,0.1249963992661163,Contraido
14,0,0,0,0,509,508,0.0383891179390773,Contraido
15,0,0,0,0,508,509,0.1249963992661163,Contraido
0,0,0,0,0,509,508,0.0383891179390773,Contraido
1,0,0,0,0,508,508,0.0383891179390773,Contraido
2,0,0,0,0,505,505,-0.2214327260420396,Relajado
3,0,0,0,0,505,505,-0.2214327260420396,Relajado
4,0,0,0,0,503,505,-0.2214327260420396,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,Relajado
6,0,0,0,0,505,505,-0.2214327260420396,Relajado
7,0,0,0,0,505,505,-0.2214327260420396,Relajado
8,0,0,0,0,508,508,0.0383891179390773,Contraido
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,Relajado
12,0,0,0,0,504,504,-0.3080400073690785,Relajado
13,0,0,0,0,503,504,-0.3080400073690785,Relajado
14,0,0,0,0,504,504,-0.3080400073690785,Relajado
15,0,0,0,0,510,510,0.2116036805931553,Contraido
0,0,0,0,0,518,513,0.4714255245742722,Contraido
1,0,0,0,0,513,518,0.9044619312094672,Contraido
2,0,0,0,0,519,518,0.9044619312094672,Contraido
3,0,0,0,0,518,518,0.9044619312094672,Contraido
4,0,0,0,0,509,509,0.1249963992661163,Contraido
5,0,0,0,0,502,502,-0.4812545700231565,Relajado
6,0,0,0,0,491,502,-0.4812545700231565,Relajado
7,0,0,0,0,504,504,-0.3080400073690785,Relajado
8,0,0,0,0,505,504,-0.3080400073690785,Relajado
9,0,0,0,0,504,504,-0.3080400073690785,Relajado
10,0,0,0,0,502,504,-0.3080400073690785,Relajado
11,0,0,0,0,506,506,-0.1348254447150006,Relajado
12,0,0,0,0,508,506,-0.1348254447150006,Relajado
13,0,0,0,0,504,508,0.0383891179390773,Contraido
14,0,0,0,0,509,504,-0.3080400073690785,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,Relajado
0,0,0,0,0,504,504,-0.3080400073690785,Relajado
1,0,0,0,0,507,504,-0.3080400073690785,Relajado
2,0,0,0,0,500,500,-0.6544691326772345,Relajado
3,0,0,0,0,500,500,-0.6544691326772345,Relajado
4,0,0,0,0,500,500,-0.6544691326772345,Relajado
5,0,0,0,0,506,506,-0.1348254447150006,Relajado
6,0,0,0,0,520,520,1.077676493863545,Contraido
7,0,0,0,0,530,525,1.51071290049874,Contraido
8,0,0,0,0,525,530,1.943749307133935,Contraido
9,0,0,0,0,531,525,1.51071290049874,Contraido
10,0,0,0,0,516,516,0.7312473685553892,Contraido
11,0,0,0,0,509,509,0.1249963992661163,Contraido
12,0,0,0,0,502,502,-0.4812545700231565,Relajado
13,0,0,0,0,499,499,-0.7410764140042735,Relajado
14,0,0,0,0,499,499,-0.7410764140042735,Relajado
15,0,0,0,0,502,502,-0.4812545700231565,Relajado
0,0,0,0,0,503,502,-0.4812545700231565,Relajado
1,0,0,0,0,500,503,-0.3946472886961175,Relajado
2,0,0,0,0,503,503,-0.3946472886961175,Relajado
3,0,0,0,0,505,505,-0.2214327260420396,Relajado
4,0,0,0,0,510,510,0.2116036805931553,Contraido
5,0,0,0,0,512,510,0.2116036805931553,Contraido
6,0,0,0,0,510,510,0.2116036805931553,Contraido
7,0,0,0,0,504,504,-0.3080400073690785,Relajado
8,0,0,0,0,504,504,-0.3080400073690785,Relajado
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,506,507,-0.0482181633879616,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,Relajado
14,0,0,0,0,507,507,-0.0482181633879616,Relajado
15,0,0,0,0,509,508,0.0383891179390773,Contraido
0,0,0,0,0,508,508,0.0383891179390773,Contraido
1,0,0,0,0,504,505,-0.2214327260420396,Relajado
2,0,0,0,0,505,504,-0.3080400073690785,Relajado
3,0,0,0,0,503,505,-0.2214327260420396,Relajado
4,0,0,0,0,507,507,-0.0482181633879616,Relajado
5,0,0,0,0,507,507,-0.0482181633879616,Relajado
6,0,0,0,0,504,504,-0.3080400073690785,Relajado
7,0,0,0,0,503,504,-0.3080400073690785,Relajado
8,0,0,0,0,507,506,-0.1348254447150006,Relajado
9,0,0,0,0,506,507,-0.0482181633879616,Relajado
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,509,509,0.1249963992661163,Contraido
12,0,0,0,0,512,512,0.3848182432472332,Contraido
13,0,0,0,0,512,512,0.3848182432472332,Contraido
14,0,0,0,0,511,511,0.2982109619201943,Contraido
15,0,0,0,0,507,511,0.2982109619201943,Contraido
0,0,0,0,0,511,511,0.2982109619201943,Contraido
1,0,0,0,0,511,511,0.2982109619201943,Contraido
2,0,0,0,0,506,508,0.0383891179390773,Contraido
3,0,0,0,0,508,506,-0.1348254447150006,Relajado
4,0,0,0,0,506,508,0.0383891179390773,Contraido
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,508,508,0.0383891179390773,Contraido
7,0,0,0,0,506,507,-0.0482181633879616,Relajado
8,0,0,0,0,507,506,-0.1348254447150006,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,505,505,-0.2214327260420396,Relajado
11,0,0,0,0,506,505,-0.2214327260420396,Relajado
12,0,0,0,0,503,503,-0.3946472886961175,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,Relajado
14,0,0,0,0,506,506,-0.1348254447150006,Relajado
15,0,0,0,0,511,511,0.2982109619201943,Contraido
0,0,0,0,0,519,511,0.2982109619201943,Contraido
1,0,0,0,0,511,511,0.2982109619201943,Contraido
2,0,0,0,0,507,507,-0.0482181633879616,Relajado
3,0,0,0,0,505,507,-0.0482181633879616,Relajado
4,0,0,0,0,510,509,0.1249963992661163,Contraido
5,0,0,0,0,509,509,0.1249963992661163,Contraido
6,0,0,0,0,503,506,-0.1348254447150006,Relajado
7,0,0,0,0,506,506,-0.1348254447150006,Relajado
8,0,0,0,0,508,506,-0.1348254447150006,Relajado
9,0,0,0,0,506,508,0.0383891179390773,Contraido
10,0,0,0,0,514,512,0.3848182432472332,Contraido
11,0,0,0,0,512,512,0.3848182432472332,Contraido
12,0,0,0,0,504,504,-0.3080400073690785,Relajado
13,0,0,0,0,486,487,-1.7803637899287412,Relajado
14,0,0,0,0,487,487,-1.7803637899287412,Relajado
15,0,0,0,0,492,492,-1.3473273832935464,Relajado
0,0,0,0,0,513,513,0.4714255245742722,Contraido
1,0,0,0,0,530,526,1.597320181825779,Contraido
2,0,0,0,0,526,526,1.597320181825779,Contraido
3,0,0,0,0,519,519,0.9910692125365062,Contraido
4,0,0,0,0,514,514,0.5580328059013112,Contraido
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,505,505,-0.2214327260420396,Relajado
7,0,0,0,0,498,504,-0.3080400073690785,Relajado
8,0,0,0,0,504,504,-0.3080400073690785,Relajado
9,0,0,0,0,509,508,0.0383891179390773,Contraido
10,0,0,0,0,508,509,0.1249963992661163,Contraido
11,0,0,0,0,510,510,0.2116036805931553,Contraido
12,0,0,0,0,510,510,0.2116036805931553,Contraido
13,0,0,0,0,516,515,0.6446400872283502,Contraido
14,0,0,0,0,515,515,0.6446400872283502,Contraido
15,0,0,0,0,505,507,-0.0482181633879616,Relajado
0,0,0,0,0,507,507,-0.0482181633879616,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,Relajado
2,0,0,0,0,506,507,-0.0482181633879616,Relajado
3,0,0,0,0,509,506,-0.1348254447150006,Relajado
4,0,0,0,0,501,501,-0.5678618513501955,Relajado
5,0,0,0,0,500,501,-0.5678618513501955,Relajado
6,0,0,0,0,504,504,-0.3080400073690785,Relajado
7,0,0,0,0,504,504,-0.3080400073690785,Relajado
8,0,0,0,0,509,508,0.0383891179390773,Contraido
9,0,0,0,0,508,509,0.1249963992661163,Contraido
10,0,0,0,0,512,510,0.2116036805931553,Contraido
11,0,0,0,0,510,511,0.2982109619201943,Contraido
12,0,0,0,0,511,510,0.2116036805931553,Contraido
13,0,0,0,0,508,508,0.0383891179390773,Contraido
14,0,0,0,0,505,505,-0.2214327260420396,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,Relajado
0,0,0,0,0,503,504,-0.3080400073690785,Relajado
1,0,0,0,0,506,506,-0.1348254447150006,Relajado
2,0,0,0,0,506,506,-0.1348254447150006,Relajado
3,0,0,0,0,503,506,-0.1348254447150006,Relajado
4,0,0,0,0,507,507,-0.0482181633879616,Relajado
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,509,508,0.0383891179390773,Contraido
7,0,0,0,0,506,507,-0.0482181633879616,Relajado
8,0,0,0,0,507,507,-0.0482181633879616,Relajado
9,0,0,0,0,507,507,-0.0482181633879616,Relajado
10,0,0,0,0,508,507,-0.0482181633879616,Relajado
11,0,0,0,0,505,508,0.0383891179390773,Contraido
12,0,0,0,0,508,508,0.0383891179390773,Contraido
13,0,0,0,0,508,508,0.0383891179390773,Contraido
14,0,0,0,0,505,508,0.0383891179390773,Contraido
15,0,0,0,0,510,510,0.2116036805931553,Contraido
0,0,0,0,0,514,510,0.2116036805931553,Contraido
1,0,0,0,0,510,510,0.2116036805931553,Contraido
2,0,0,0,0,507,507,-0.0482181633879616,Relajado
3,0,0,0,0,504,505,-0.2214327260420396,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,Relajado
5,0,0,0,0,507,505,-0.2214327260420396,Relajado
